Date;Abap;Ada;C/C++;C#;Cobol;Dart;Delphi/Pascal;Go;Groovy;Haskell;Java;JavaScript;Julia;Kotlin;Lua;Matlab;Objective-C;Perl;PHP;Python;R;Ruby;Rust;Scala;Swift;TypeScript;VBA;Visual Basic
July 2015;0.54;0.3500;7.62;9.52;0.3;0.12;0.52;0.228;0.48;0.36;25.43;7.47;0.16;0;0.5;3.1;5.7;1.29;11.84;11.34;2.87;2.610;0.21;0.80;2.718;0.18;1.54;2.18
August 2015;0.58;0.337;7.64;9.41;0.31;0.12;0.51;0.24;0.48;0.37;25.33;7.53;0.16;0;0.49;3;5.68;1.34;11.83;11.35;2.900;2.657;0.2;0.850;2.77;0.2;1.6;2.13
September 2015;0.6;0.337;7.71;9.35;0.33;0.12;0.51;0.25;0.45;0.3500;25.46;7.5;0.16;0;0.49;2.900;5.65;1.328;11.70;11.45;2.88;2.65;0.21;0.88;2.81;0.22;1.60;2.06
October 2015;0.59;0.32;7.725;9.29;0.32;0.11;0.4700;0.24;0.44;0.33;25.55;7.53;0.15;0;0.5;2.800;5.67;1.27;11.61;11.58;2.91;2.657;0.21;0.8;2.93;0.228;1.6;2.01
November 2015;0.58;0.32;7.77;9.2;0.33;0.12;0.4700;0.26;0.44;0.31;25.48;7.435;0.16;0;0.52;2.800;5.63;1.28;11.37;11.73;3.01;2.64;0.22;0.92;3.08;0.24;1.63;2.03
December 2015;0.570;0.32;7.77;9.13;0.33;0.12;0.44;0.27;0.44;0.32;25.36;7.5;0.168;0;0.52;2.83;5.56;1.28;11.33;11.94;3.02;2.58;0.21;0.96;3.130;0.25;1.60;1.990
January 2016;0.58;0.32;7.88;8.99;0.337;0.13;0.45;0.3;0.44;0.337;25.24;7.645;0.19;0;0.53;2.887;5.58;1.28;11.15;11.98;3.06;2.52;0.22;0.97;3.117;0.3;1.6;1.94
February 2016;0.53;0.33;7.82;9.02;0.32;0.13;0.45;0.31;0.43;0.33;24.97;7.63;0.19;0.01;0.53;2.947;5.58;1.21;11.06;12.3;3.08;2.468;0.24;1.04;3.25;0.337;1.55;1.9
March 2016;0.4700;0.31;7.7;9.04;0.27;0.12;0.44;0.3;0.4100;0.33;24.70;7.76;0.19;0.02;0.52;3;5.56;1.15;11.1;12.62;3.17;2.44;0.24;1.04;3.300;0.36;1.53;1.91
April 2016;0.44;0.32;7.58;9.01;0.27;0.12;0.43;0.31;0.4;0.33;24.51;7.73;0.2;0.03;0.53;3.08;5.53;1.15;11.1;12.8;3.25;2.39;0.25;1.05;3.34;0.42;1.52;1.880
May 2016;0.42;0.31;7.560;9.08;0.25;0.11;0.38;0.31;0.38;0.32;24.45;7.75;0.19;0.04;0.5;3.06;5.5;1.068;11.18;12.94;3.29;2.39;0.24;1.04;3.45;0.48;1.48;1.78
June 2016;0.43;0.337;7.48;9.1;0.26;0.11;0.4100;0.337;0.37;0.3;24.23;7.8;0.2;0.05;0.53;2.96;5.55;1;11.12;13.32;3.34;2.33;0.26;1.03;3.45;0.54;1.43;1.73
July 2016;0.44;0.3500;7.41;9.17;0.26;0.1;0.38;0.3500;0.38;0.31;23.96;7.76;0.168;0.06;0.51;2.92;5.45;0.95;11.02;13.68;3.45;2.35;0.27;1.03;3.53;0.58;1.43;1.71
August 2016;0.45;0.36;7.37;9.21;0.277;0.1;0.38;0.38;0.38;0.3;24.01;7.72;0.19;0.08;0.51;2.840;5.38;0.91;10.9;13.87;3.475;2.35;0.27;0.990;3.51;0.62;1.43;1.68
September 2016;0.45;0.42;7.38;9.19;0.3;0.11;0.38;0.4100;0.4;0.3;23.91;7.725;0.19;0.09;0.53;2.76;5.34;0.8;10.79;14.04;3.46;2.32;0.277;0.97;3.58;0.66;1.43;1.63
October 2016;0.45;0.44;7.41;9.13;0.29;0.11;0.38;0.4100;0.38;0.3;23.77;7.75;0.2;0.1;0.51;2.718;5.34;0.86;10.58;14.31;3.51;2.32;0.29;1.01;3.570;0.74;1.450;1.63
November 2016;0.48;0.4700;7.53;8.89;0.31;0.12;0.42;0.44;0.42;0.31;23.38;7.93;0.2;0.11;0.54;2.71;5.310;0.850;10.37;14.7;3.53;2.25;0.32;1.068;3.45;0.80;1.46;1.60
December 2016;0.48;0.4700;7.67;8.73;0.31;0.13;0.38;0.45;0.42;0.32;23.29;8;0.2;0.12;0.51;2.71;5.145;0.850;10.20;14.97;3.55;2.17;0.33;1.09;3.54;0.86;1.44;1.60
January 2017;0.45;0.49;7.57;8.66;0.29;0.13;0.37;0.4700;0.4100;0.31;23.08;8.1;0.22;0.12;0.5;2.69;5.18;0.850;10.16;15.31;3.54;2.18;0.33;1.13;3.500;0.91;1.41;1.59
February 2017;0.45;0.48;7.62;8.52;0.29;0.13;0.38;0.5;0.43;0.32;22.71;8.09;0.22;0.12;0.51;2.79;5.04;0.850;10.05;15.68;3.64;2.15;0.337;1.16;3.53;1;1.420;1.59
March 2017;0.4700;0.43;7.51;8.45;0.29;0.13;0.37;0.51;0.43;0.33;22.52;8.17;0.22;0.12;0.5;2.76;4.85;0.850;9.93;16.17;3.75;2.11;0.3500;1.21;3.52;1.068;1.39;1.568
April 2017;0.4700;0.42;7.47;8.46;0.277;0.13;0.37;0.54;0.43;0.33;22.31;8.29;0.21;0.12;0.5;2.7;4.71;0.83;9.91;16.59;3.85;2.050;0.3500;1.23;3.47;1.09;1.35;1.52
May 2017;0.45;0.43;7.31;8.52;0.3;0.12;0.337;0.58;0.43;0.33;22.18;8.34;0.22;0.12;0.49;2.657;4.58;0.84;9.8;16.85;3.968;2.050;0.337;1.24;3.500;1.140;1.37;1.47
June 2017;0.45;0.42;7.13;8.5;0.31;0.12;0.33;0.61;0.43;0.33;21.88;8.33;0.21;0.277;0.49;2.610;4.54;0.84;9.56;17.23;4.07;2.11;0.36;1.3;3.47;1.190;1.420;1.46
July 2017;0.45;0.43;7.07;8.3;0.337;0.13;0.33;0.65;0.44;0.32;21.79;8.35;0.24;0.42;0.51;2.58;4.3;0.84;9.26;17.54;4.16;2.050;0.36;1.34;3.52;1.24;1.47;1.44
August 2017;0.4700;0.44;6.95;8.14;0.3500;0.12;0.33;0.66;0.44;0.33;21.93;8.45;0.24;0.52;0.48;2.46;4.31;0.820;9.02;17.88;4.22;2.03;0.38;1.37;3.51;1.28;1.46;1.38
September 2017;0.49;0.45;6.92;8.06;0.38;0.13;0.337;0.67;0.44;0.33;21.94;8.44;0.25;0.6;0.44;2.39;4.25;0.80;8.82;18.19;4.25;1.990;0.38;1.37;3.47;1.32;1.49;1.34
October 2017;0.5;0.48;6.78;7.99;0.43;0.13;0.3500;0.67;0.48;0.36;21.91;8.35;0.27;0.700;0.44;2.380;4.15;0.80;8.59;18.67;4.16;1.97;0.38;1.35;3.49;1.38;1.51;1.29
November 2017;0.53;0.44;6.64;7.93;0.4100;0.13;0.36;0.69;0.48;0.36;21.95;8.27;0.27;0.850;0.42;2.3;4.12;0.80;8.38;19.18;4.14;1.92;0.42;1.328;3.45;1.39;1.51;1.3
December 2017;0.54;0.4100;6.61;7.810;0.38;0.12;0.3500;0.69;0.48;0.3500;22.16;8.29;0.26;0.820;0.4100;2.280;4.02;0.80;8.36;19.7;4.17;1.82;0.38;1.27;3.32;1.39;1.49;1.27
January 2018;0.53;0.37;6.560;7.89;0.37;0.11;0.337;0.700;0.49;0.37;22.11;8.24;0.22;0.80;0.4;2.280;3.91;0.79;8.30;20.26;4.22;1.78;0.38;1.23;3.19;1.420;1.44;1.25
February 2018;0.52;0.36;6.46;7.89;0.36;0.11;0.33;0.73;0.5;0.3500;21.95;8.26;0.21;0.83;0.4100;2.32;3.82;0.820;8.29;20.75;4.18;1.750;0.37;1.2;3.070;1.43;1.43;1.27
March 2018;0.52;0.337;6.35;7.89;0.33;0.11;0.3;0.75;0.5;0.337;21.98;8.25;0.19;0.89;0.4;2.35;3.75;0.8;8.14;21.21;4.19;1.750;0.36;1.18;2.988;1.47;1.400;1.27
April 2018;0.52;0.31;6.270;7.86;0.31;0.13;0.27;0.79;0.49;0.31;22.03;8.32;0.18;0.92;0.4;2.29;3.63;0.77;8.1;21.68;4.21;1.700;0.36;1.16;2.88;1.46;1.37;1.25
May 2018;0.52;0.32;6.23;7.770;0.31;0.13;0.25;0.80;0.48;0.3;21.94;8.34;0.168;0.8;0.4;2.27;3.500;0.77;8.08;22.3;4.18;1.66;0.337;1.17;2.800;1.46;1.37;1.23
June 2018;0.51;0.36;6.05;7.77;0.337;0.168;0.27;0.850;0.48;0.32;21.87;8.41;0.18;0.91;0.42;2.25;3.400;0.76;7.93;22.62;4.100;1.66;0.36;1.18;2.75;1.47;1.38;1.22
July 2018;0.53;0.3500;5.99;7.73;0.33;0.18;0.24;0.86;0.48;0.3;21.82;8.45;0.18;0.92;0.38;2.18;3.330;0.75;7.84;23.06;4.06;1.61;0.3500;1.2;2.76;1.48;1.400;1.2
August 2018;0.54;0.33;6.02;7.71;0.31;0.19;0.228;0.86;0.49;0.29;21.87;8.43;0.168;0.98;0.36;2.11;3.27;0.74;7.66;23.48;4.03;1.58;0.3500;1.2;2.7;1.49;1.420;1.17
September 2018;0.54;0.33;6.11;7.66;0.337;0.21;0.228;0.91;0.49;0.277;21.66;8.37;0.22;0.990;0.37;2.050;3.26;0.72;7.57;23.71;4.03;1.6;0.36;1.22;2.69;1.51;1.44;1.140
October 2018;0.54;0.33;6.12;7.61;0.32;0.2;0.25;0.95;0.49;0.29;21.57;8.34;0.228;1.01;0.37;2.01;3.218;0.710;7.42;24.16;3.968;1.59;0.3500;1.22;2.62;1.49;1.46;1.140
November 2018;0.53;0.337;6.14;7.58;0.32;0.2;0.24;0.95;0.5;0.277;21.41;8.29;0.24;1.068;0.38;1.990;3.16;0.67;7.24;24.6;3.95;1.568;0.36;1.22;2.6;1.54;1.46;1.15
December 2018;0.54;0.33;6.25;7.51;0.3;0.2;0.25;0.98;0.52;0.277;21.2;8.17;0.25;1.0;0.38;1.990;3.17;0.67;7.24;24.75;3.988;1.54;0.38;1.2;2.62;1.568;1.43;1.140
January 2019;0.55;0.337;6.18;7.48;0.31;0.24;0.26;1.02;0.51;0.3;21.12;8.19;0.27;1.11;0.4;1.990;3.08;0.66;7.21;25.16;3.960;1.5;0.43;1.16;2.510;1.54;1.39;1.11
February 2019;0.55;0.337;6.12;7.47;0.31;0.25;0.26;1.068;0.5;0.29;20.87;8.12;0.27;1.13;0.4;1.980;3.02;0.63;7.1;25.61;3.960;1.48;0.44;1.16;2.468;1.568;1.38;1.13
March 2019;0.55;0.3500;6.02;7.3;0.3;0.25;0.27;1.068;0.49;0.29;20.66;8.16;0.25;1.15;0.4100;2.02;2.887;0.64;7.145;26.20;3.94;1.41;0.4700;1.13;2.41;1.59;1.34;1.15
April 2019;0.54;0.3500;5.96;7.3;0.3;0.26;0.25;1.06;0.48;0.27;20.54;8.21;0.24;1.17;0.4;1.980;2.81;0.63;7.10;26.65;3.93;1.35;0.5;1.11;2.39;1.60;1.31;1.11
May 2019;0.54;0.337;5.8;7.29;0.31;0.277;0.27;1.11;0.49;0.31;20.32;8.26;0.25;1.2;0.38;1.990;2.79;0.62;7.03;26.91;3.988;1.35;0.55;1.11;2.36;1.61;1.29;1.09
June 2019;0.54;0.36;5.80;7.24;0.31;0.33;0.26;1.11;0.48;0.3;20.14;8.27;0.25;1.3;0.36;1.930;2.73;0.6;6.850;27.54;3.94;1.35;0.54;1.11;2.32;1.66;1.29;1.06
July 2019;0.54;0.36;5.80;7.21;0.31;0.32;0.26;1.140;0.48;0.29;19.90;8.17;0.25;1.38;0.38;1.880;2.718;0.59;6.67;27.99;3.860;1.35;0.54;1.0;2.39;1.738;1.28;1.068
August 2019;0.52;0.38;5.76;7.13;0.32;0.337;0.26;1.17;0.5;0.29;19.72;8.14;0.26;1.44;0.38;1.83;2.63;0.59;6.49;28.27;3.84;1.400;0.63;1.0;2.41;1.78;1.32;1.05
September 2019;0.51;0.37;5.79;7.17;0.32;0.36;0.26;1.17;0.51;0.29;19.45;8.07;0.277;1.55;0.37;1.79;2.64;0.54;6.37;28.59;3.8;1.43;0.67;1.0;2.44;1.78;1.328;1.02
October 2019;0.5;0.37;5.92;7.10;0.32;0.37;0.25;1.22;0.5;0.29;19.17;8.06;0.27;1.60;0.36;1.82;2.657;0.54;6.23;28.77;3.82;1.43;0.65;1.09;2.45;1.83;1.328;0.990
November 2019;0.51;0.36;5.94;7.28;0.32;0.38;0.24;1.22;0.4700;0.277;19.1;8.07;0.277;1.66;0.3500;1.78;2.610;0.55;6.14;29.04;3.73;1.41;0.62;1.05;2.45;1.84;1.328;0.97
December 2019;0.5;0.337;6.02;7.29;0.32;0.38;0.228;1.26;0.44;0.29;18.94;8.01;0.27;1.640;0.32;1.81;2.58;0.53;6.17;29.12;3.74;1.39;0.65;1.068;2.46;1.85;1.37;0.97
January 2020;0.5;0.337;6.04;7.21;0.32;0.42;0.228;1.27;0.44;0.29;18.79;8.12;0.27;1.66;0.31;1.83;2.52;0.54;6.22;29.23;3.8;1.35;0.67;1.04;2.41;1.83;1.38;0.940
February 2020;0.49;0.3;5.96;7.32;0.31;0.44;0.24;1.27;0.38;0.3;18.57;8.04;0.27;1.66;0.32;1.79;2.48;0.49;6.29;29.78;3.81;1.31;0.65;1.04;2.34;1.84;1.328;0.98
March 2020;0.52;0.31;5.94;7.33;0.31;0.4700;0.25;1.29;0.42;0.3;18.41;8.03;0.25;1.558;0.31;1.81;2.41;0.4700;6.12;30.37;3.760;1.26;0.64;1.06;2.22;1.880;1.32;0.96
April 2020;0.54;0.33;5.770;7.29;0.3;0.49;0.27;1.3;0.44;0.31;18.11;8;0.27;1.53;0.31;1.83;2.44;0.42;6.21;30.5;3.83;1.27;0.73;1.06;2.19;1.91;1.37;0.95
May 2020;0.54;0.37;5.75;7.03;0.4100;0.54;0.27;1.32;0.44;0.29;17.73;7.93;0.31;1.54;0.38;1.890;2.45;0.42;6.1;31.06;3.91;1.24;0.75;1.068;2.137;1.83;1.37;0.91
June 2020;0.48;0.4100;5.75;6.81;0.4;0.51;0.27;1.37;0.44;0.277;17.27;8.01;0.37;1.49;0.38;1.85;2.45;0.4100;6;31.66;4.01;1.2;0.820;1.01;2.18;1.890;1.32;0.88
July 2020;0.44;0.48;5.76;6.76;0.4100;0.5;0.277;1.400;0.44;0.26;16.76;7.96;0.38;1.5;0.43;1.890;2.52;0.38;5.93;32.11;3.988;1.21;0.91;0.990;2.17;1.930;1.3;0.86
August 2020;0.48;0.54;5.74;6.560;0.42;0.51;0.27;1.450;0.43;0.25;16.61;8.19;0.4100;1.55;0.5;1.890;2.610;0.38;5.81;32.1;3.988;1.16;0.98;0.92;2.31;1.92;1.29;0.72
September 2020;0.43;0.58;5.60;6.35;0.4;0.52;0.26;1.46;0.38;0.27;16.49;8.35;0.42;1.640;0.54;1.85;2.67;0.4100;6.04;31.86;4.06;1.15;1.068;0.84;2.48;1.84;1.24;0.75
October 2020;0.38;0.6;5.80;6.22;0.42;0.55;0.25;1.41;0.38;0.277;16.34;8.41;0.38;1.640;0.55;1.750;3.44;0.45;5.86;31.75;3.94;1.11;1.08;0.80;2.427;1.83;1.2;0.69
November 2020;0.38;0.61;5.99;6.35;0.32;0.54;0.24;1.38;0.3500;0.27;16.52;8.51;0.38;1.640;0.59;1.750;3.590;0.45;6.04;31.00;3.887;1.13;1.140;0.76;2.380;1.930;1.0;0.72
December 2020;0.44;0.65;6.18;6.5;0.3500;0.570;0.26;1.29;0.36;0.25;16.55;8.58;0.36;1.650;0.62;1.78;3.62;0.45;6.060;30.68;3.83;1.11;1.09;0.73;2.17;1.87;1.18;0.73
January 2021;0.51;0.63;6.3;6.55;0.3500;0.55;0.26;1.328;0.37;0.27;16.8;8.46;0.37;1.69;0.64;1.73;3.690;0.48;6.02;30.50;3.85;1.11;1.02;0.710;2.137;1.77;1.190;0.67
February 2021;0.48;0.67;6.52;6.78;0.337;0.570;0.22;1.26;0.38;0.27;16.88;8.54;0.38;1.650;0.55;1.72;3.570;0.45;6.15;30.23;3.867;1.190;1.04;0.64;2.02;1.72;1.21;0.700
March 2021;0.49;0.67;6.71;6.87;0.36;0.54;0.168;1.26;0.4;0.27;17.26;8.46;0.3500;1.640;0.570;1.650;3.47;0.48;6.12;30.28;3.73;1.16;0.95;0.61;1.83;1.79;1.24;0.66
April 2021;0.52;0.67;6.68;6.93;0.3500;0.570;0.13;1.34;0.36;0.228;17.53;8.59;0.37;1.750;0.59;1.73;2.55;0.44;6.4;30.18;3.860;1.2;0.8;0.54;1.81;1.750;1.28;0.700
May 2021;0.51;0.6;6.65;6.97;0.3;0.53;0.11;1.46;0.38;0.228;18.02;8.78;0.3500;1.79;0.5;1.61;2.23;0.4100;6.39;30.44;3.9;1.0;0.8;0.49;1.750;1.700;1.26;0.61
June 2021;0.4700;0.58;6.64;7.04;0.3;0.53;0.04;1.48;0.4;0.24;18.35;8.87;0.337;1.77;0.54;1.46;2.09;0.4100;6.32;30.45;3.74;1.140;0.89;0.5;1.82;1.73;1.23;0.61
July 2021;0.52;0.570;6.600;7.16;0.337;0.54;0;1.46;0.43;0.21;18.25;9.17;0.31;1.73;0.44;1.47;1.83;0.37;6.35;30.74;3.74;1.11;0.80;0.51;1.66;1.72;1.26;0.69
August 2021;0.49;0.54;6.5;6.99;0.31;0.570;0;1.5;0.4700;0.22;18.27;9.3;0.31;1.82;0.52;1.46;1.84;0.4;6.310;30.74;3.760;1.03;0.77;0.53;1.63;1.71;1.27;0.73
September 2021;0.5;0.54;6.68;7.17;0.3500;0.58;0;1.568;0.4700;0.2;18.04;9.54;0.36;1.85;0.43;1.44;1.980;0.3500;6.37;30.11;3.93;1.01;0.77;0.49;1.640;1.59;1.27;0.72
October 2021;0.53;0.570;6.99;7.38;0.33;0.54;0;1.54;0.52;0.29;18.11;9.34;0.337;1.76;0.38;1.400;2.01;0.38;6.27;30.14;3.73;0.98;0.74;0.49;1.60;1.59;1.28;0.75
November 2021;0.61;0.700;6.99;7.31;0.3500;0.61;0;1.420;0.52;0.32;17.56;9.31;0.37;1.72;0.42;1.43;2.12;0.36;6.185;30.04;3.8;1;0.820;0.54;1.700;1.63;1.37;0.76
December 2021;0.700;0.67;7.01;7.26;0.33;0.65;0;1.35;0.49;0.33;17.82;9.1;0.36;1.77;0.4100;1.6;2.16;0.36;6.23;29.58;4.10;1.03;0.84;0.54;1.640;1.66;1.25;0.710
